original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
"Had an amazing day today! 😊🌞 Went for a hike 🥾 in the mountains 🏔️, enjoyed some delicious 🍕 and coffee ☕ with friends 🎉. Feeling grateful and 🎈 excited about tomorrow! 🚀✨","['😊', '🌞', '🥾', '🏔️', '🍕', '☕', '🎉', '🎈', '🚀', '✨']",3,"The person experienced a joyful and fulfilling day, including outdoor adventures in the mountains, shared meals with friends, and feelings of gratitude and excitement about upcoming plans.",positive,"['emotion', 'nature', 'activity', 'food', 'celebration', 'emotion']","Had an amazing day today! Went for a hike in the mountains, enjoyed some delicious pizza and coffee with friends. Feeling grateful and excited about tomorrow!",daily_status
"Just finished a fantastic hike 🌄🌳🏞️ with friends 😊🏃‍♂️✨. We enjoyed a delicious picnic 🧺🍓🥪 under the bright sun ☀️, shared lots of laughs 😂🤗, and watched the sunset 🌅🌇 to end the perfect day 🌟🌈. Feeling grateful 🙏❤️ for this adventure and the beautiful nature around us 🦋🌻🐦. Can't wait for our next outing! 🎒🚵‍♀️🏕️","['🌄', '🌳', '🏞️', '😊', '🏃\u200d♂️', '✨', '🧺', '🍓', '🥪', '☀️', '😂', '🤗', '🌅', '🌇', '🌟', '🌈', '🙏', '❤️', '🦋', '🌻', '🐦', '🎒', '🚵\u200d♀️', '🏕️']",5,"The person completed an enjoyable hike in nature with friends, feeling happy and lively. They had a picnic with tasty food under the sunny sky, shared laughs, and watched the sunset to conclude a wonderful day. They feel grateful for the experience and the beautiful surroundings, looking forward to future trips.",positive,"['nature', 'emotion', 'food', 'outing', 'celebration']","Just finished a fantastic hike with friends. We enjoyed a delicious picnic under the bright sun, shared lots of laughs, and watched the sunset to end the perfect day. Feeling grateful for this adventure and the beautiful nature around us. Can't wait for our next outing!",daily_status
Just finished a 🌅 sunrise walk 🌸 in the park 🌳 with my ☕️ and 🐶. Feeling 🤩 energized and 🥰 grateful for today! 🎶✨🍎🚴‍♂️🎉,"['🌅', '🌸', '🌳', '☕️', '🐶', '🤩', '🥰', '🎶', '✨', '🍎', '🚴\u200d♂️', '🎉']",5,"I just completed a morning walk during sunrise in the park, enjoying the blooming flowers and trees. I spent some cozy time with my coffee and played with my dog. I feel excited and deeply thankful for this day. I also listened to music, appreciated the sparkle of the morning, ate an apple, went cycling, and celebrated a cheerful mood.",positive,"['nature', 'emotion', 'food', 'activities', 'celebration']","I just finished a sunrise walk in the park with my coffee and dog. Feeling energized and grateful for today! I listened to music, enjoyed the morning sparkle, ate an apple, went cycling, and celebrated with cheerfulness.",daily_status
"Just finished a 🏃‍♂️💪 workout at the ☀️🌳 park with some friends 🎉🥳. Felt so 🎉 energized and 🥰 happy! Afterwards, we enjoyed some 🍎🍕 and 🎶 music under the 🌙✨ stars. Can't wait for our next adventure! 🚀","['🏃\u200d♂️', '💪', '☀️', '🌳', '🎉', '🥳', '🎉', '🥰', '🍎', '🍕', '🎶', '🌙', '✨', '🚀']",3,"I completed a jog and strength training session in the sunny park with friends. I felt very energized and happy. Afterwards, we had some apples and pizza while listening to music under the stars, feeling excited for our next adventure.",positive,"['emotion', 'nature', 'food', 'sports', 'celebration', 'music', 'night']","Just finished a workout at the park with some friends. I felt energized and happy! Afterwards, we enjoyed some apples and pizza while listening to music under the stars. Can't wait for our next adventure!",social_post
"Just finished a fantastic day! 😊🌞 Went for a morning run🏃‍♂️, enjoyed a delicious 🍕 lunch with friends 🎉, and now relaxing with some calming 🎶 before bedtime 😴. Feeling grateful and energized! ✨🌸","['😊', '🌞', '🏃\u200d♂️', '🍕', '🎉', '🎶', '😴', '✨', '🌸']",4,"The message describes completing a wonderful day filled with activities and positive feelings. It begins with expressing happiness and a sunny outlook, followed by morning exercise, social dining, relaxing with music for unwinding, feeling appreciative and lively, and ending with a sense of calm and gratitude accompanied by a fresh, blooming mood.",positive,"['emotion', 'nature', 'activity', 'food', 'celebration', 'music', 'well-being']","Just finished a fantastic day! I felt happy and energized. I went for a morning run, enjoyed a delicious pizza lunch with friends, and now I am relaxing with some calming music before bed. I am feeling grateful and peaceful.",daily_status
"Just 🌞 enjoyed a stroll in the 🌳 park with my 🐶 today! ☀️✨ Feeling 🥰 energized and grateful. 🍎🥗 for lunch, then 🎨 started a new project 🎨. Can't wait for the 🚴‍♂️ ride later! 🎉🌈😊","['🌞', '🌳', '🐶', '☀️', '✨', '🥰', '🍎', '🥗', '🎨', '🚴\u200d♂️', '🎉', '🌈', '😊']",5,"I thoroughly enjoyed a sunny walk in the park with my dog today. I feel energized and grateful, and I had healthy lunch with an apple and salad. I started a new creative project, and I look forward to cycling later. Overall, I'm feeling happy and optimistic.",positive,"['emotion', 'nature', 'animal', 'food', 'activity', 'celebration', 'health']","Just enjoyed a sunny walk in the park with my dog today! Feeling energized and grateful. Had a healthy lunch of apple and salad, then started a new creative project. Can't wait for a bike ride later! Overall, feeling happy and optimistic.",daily_status
"Had an amazing day at the park 🌳🌞🎉 with friends 😊🏃‍♂️🍎, celebrating my birthday 🎂🎈🔥. We played some soccer ⚽️, enjoyed ice cream 🍦🥰, and watched the sunset 🌅🌟. Feeling grateful 🙏✨ for these moments of joy and laughter. Ready for new adventures tomorrow! 🚀🌍","['🌳', '🌞', '🎉', '😊', '🏃\u200d♂️', '🍎', '🎂', '🎈', '🔥', '⚽️', '🍦', '🥰', '🌅', '🌟', '🙏', '✨', '🚀', '🌍']",4,"The speaker enjoyed a wonderful day spent outdoors in the park with friends, highlighting happiness, celebration, physical activity, and food. The day involved birthday celebrations, sports, treats like ice cream, nature scenes like sunset, and feelings of gratitude and excitement for future adventures.",positive,"['emotion', 'nature', 'celebration', 'activity', 'food', 'sunset', 'gratitude', 'adventure']","Had an amazing day at the park with friends, celebrating my birthday. We played sports, enjoyed ice cream, and watched the sunset. Feeling grateful for these joyful moments and excited for tomorrow!",social_post
Just finished a long hike 🥾🌄 feeling so accomplished and refreshed! Can't wait to share this view with everyone later 🎉😊✨,"['🥾', '🌄', '🎉', '😊', '✨']",5,"I completed a long hike and feel proud and rejuvenated. I'm excited to share the beautiful scene with others later, celebrating the moment with happiness and a sense of achievement.",positive,"['emotion', 'nature', 'celebration']",Just finished a long hike feeling so accomplished and refreshed! Can't wait to share this view with everyone later.,personal_feelings
"Had an amazing day at the park! 🌞🌸 Went for a jog, enjoyed the sunshine, and ended it with some ice cream 🍦😊 Can't wait for tomorrow! 🎉✨","['🌞', '🌸', '🍦', '😊', '🎉', '✨']",6,"I had a wonderful day outdoors; I spent time jogging, appreciated the sunny weather and blooming flowers, treated myself to some ice cream, felt happy, and celebrated the day with excitement for tomorrow.",positive,"['emotion', 'nature', 'celebration']","I had an amazing day at the park! I went for a jog, enjoyed the sunshine and flowers, finished the day with some ice cream, felt happy, and looked forward to tomorrow.",daily_status
"Wow, I just finished my project! 🎉😊 Can't wait to celebrate tonight with friends 🌙✨ Feeling grateful for all the support 💖💪","['🎉', '😊', '🌙', '✨', '💖', '💪']",6,"The person is expressing excitement and happiness about completing a project, looking forward to celebrating with friends tonight, and feeling thankful for the support they've received. The emojis highlight joy, gratitude, anticipation, and strength.",positive,"['celebration', 'emotion', 'nature', 'emotion', 'emotion', 'emotion']","Wow, I just finished my project! Can't wait to celebrate tonight with friends. Feeling grateful for all the support.",daily_status
Had an amazing weekend at the beach! 🌞🌊 Celebrated with friends 🎉 and enjoyed some good food 🍕🍹. Feeling refreshed and grateful 😊✨,"['🌞', '🌊', '🎉', '🍕', '🍹', '😊', '✨']",7,"I had a wonderful weekend spent at the beach, enjoying sunshine and waves. I celebrated with friends and savored some tasty food and drinks. I feel happy, rejuvenated, and thankful for the great times.",positive,"['emotion', 'nature', 'celebration', 'food & drink']","Had an amazing weekend at the beach! Enjoyed sunshine and the sea, celebrated with friends and had some good food and drinks. Feeling refreshed and grateful.",daily_status
"Had an amazing weekend trip! 🌅🚣‍♂️ We explored new places, enjoyed the sunshine ☀️, and made unforgettable memories 🎉✨. Can't wait for the next adventure! 😄🌟","['🌅', '🚣\u200d♂️', '☀️', '🎉', '✨', '😄', '🌟']",7,"I had a fantastic weekend escape, during which I went kayaking or exploring new outdoor spots, basked in the sunlight, and created wonderful memories. I'm excited about future adventures.",positive,"['nature', 'activity', 'celebration', 'emotion']","Had an amazing weekend trip! We explored new places, enjoyed the sunshine, and made unforgettable memories. Can't wait for the next adventure!",daily_status
Just finished an amazing hike 🌄 feeling so refreshed! Can't wait to share this with everyone 🎉😊. Nature really has a way of calming the soul ✨🌿.,"['🌄', '🎉', '😊', '✨', '🌿']",12,"I completed a wonderful hike, feeling rejuvenated. Excited to share my experience with others. Nature has a soothing effect on me, bringing peace and happiness.",positive,"['nature', 'celebration', 'emotion', 'nature']",Just finished an amazing hike feeling so refreshed! Can't wait to share this with everyone. Nature really has a way of calming the soul.,daily_status
Had an incredible day at the park! 🌳😊 Spent hours soaking up the sun and listening to some good music 🎶✨ Can't wait to do it again soon! 🎉💖,"['🌳', '😊', '🎶', '✨', '🎉', '💖']",6,"I enjoyed a wonderful day outdoors at the park, feeling happy and relaxed. I spent time in nature, listening to music, and feeling excited about future outings.",positive,"['nature', 'emotion', 'celebration', 'music']","Had an incredible day at the park! I spent hours outdoors, felt happy and relaxed, listening to music, and I can't wait to do it again soon.",daily_status
"Just wrapped up an amazing hike 🏞️ yesterday! The view was breathtaking 😍, and I feel so refreshed 🌿. Can't wait to plan another adventure! 🎉✨","['🏞️', '😍', '🌿', '🎉', '✨']",8,"I finished a wonderful hiking trip yesterday. The scenery was stunning, and I felt very happy and energized. I'm excited to go on another outdoor trip soon.",positive,"['nature', 'emotion', 'celebration']","Just finished a great hike yesterday! The scenery was amazing, and I feel so rejuvenated. Looking forward to planning another adventure!",daily_status
