original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Just finished a fantastic day! 😊🌞 Went for a morning run🏃‍♂️ enjoyed a delicious 🍕 lunch with friends 🎉 and now relaxing with some calming 🎶 before bedtime 😴. Feeling grateful and energized! ✨🌸,😊-🌞-🏃-🍕-🎉-🎶-😴-✨-🌸,4,The message describes completing a wonderful day filled with activities and positive feelings. It begins with expressing happiness and a sunny outlook followed by morning exercise social dining relaxing with music for unwinding feeling appreciative and lively and ending with a sense of calm and gratitude accompanied by a fresh blooming mood.,positive,emotion-nature-activity-food-celebration-music-well-being,Just finished a fantastic day! I felt happy and energized. I went for a morning run enjoyed a delicious pizza lunch with friends and now I am relaxing with some calming music before bed. I am feeling grateful and peaceful.,daily_status
Just 🌞 enjoyed a stroll in the 🌳 park with my 🐶 today! ☀️✨ Feeling 🥰 energized and grateful. 🍎🥗 for lunch then 🎨 started a new project 🎨. Can't wait for the 🚴‍♂️ ride later! 🎉🌈😊,🌞-🌳-🐶-☀️-✨-🥰-🍎-🥗-🎨-🚴-🎉-🌈-😊,5,I thoroughly enjoyed a sunny walk in the park with my dog today. I feel energized and grateful and I had healthy lunch with an apple and salad. I started a new creative project and I look forward to cycling later. Overall I'm feeling happy and optimistic.,positive,emotion-nature-animal-food-activity-celebration-health,Just enjoyed a sunny walk in the park with my dog today! Feeling energized and grateful. Had a healthy lunch of apple and salad then started a new creative project. Can't wait for a bike ride later! Overall feeling happy and optimistic.,daily_status
Had an amazing day at the park 🌳🌞🎉 with friends 😊🏃‍♂️🍎 celebrating my birthday 🎂🎈🔥. We played some soccer ⚽️ enjoyed ice cream 🍦🥰 and watched the sunset 🌅🌟. Feeling grateful 🙏✨ for these moments of joy and laughter. Ready for new adventures tomorrow! 🚀🌍,🌳-🌞-🎉-😊-🏃-🍎-🎂-🎈-🔥-⚽️-🍦-🥰-🌅-🌟-🙏-✨-🚀-🌍,4,The speaker enjoyed a wonderful day spent outdoors in the park with friends highlighting happiness celebration physical activity and food. The day involved birthday celebrations sports treats like ice cream nature scenes like sunset and feelings of gratitude and excitement for future adventures.,positive,emotion-nature-celebration-activity-food-sunset-gratitude-adventure,Had an amazing day at the park with friends celebrating my birthday. We played sports enjoyed ice cream and watched the sunset. Feeling grateful for these joyful moments and excited for tomorrow!,social_post
Just finished a long hike 🥾🌄 feeling so accomplished and refreshed! Can't wait to share this view with everyone later 🎉😊✨,🥾-🌄-🎉-😊-✨,5,I completed a long hike and feel proud and rejuvenated. I'm excited to share the beautiful scene with others later celebrating the moment with happiness and a sense of achievement.,positive,emotion-nature-celebration,Just finished a long hike feeling so accomplished and refreshed! Can't wait to share this view with everyone later.,personal_feelings
Had an amazing day at the park! 🌞🌸 Went for a jog enjoyed the sunshine and ended it with some ice cream 🍦😊 Can't wait for tomorrow! 🎉✨,🌞-🌸-🍦-😊-🎉-✨,6,I had a wonderful day outdoors; I spent time jogging appreciated the sunny weather and blooming flowers treated myself to some ice cream felt happy and celebrated the day with excitement for tomorrow.,positive,emotion-nature-celebration,I had an amazing day at the park! I went for a jog enjoyed the sunshine and flowers finished the day with some ice cream felt happy and looked forward to tomorrow.,daily_status
Wow I just finished my project! 🎉😊 Can't wait to celebrate tonight with friends 🌙✨ Feeling grateful for all the support 💖💪,🎉-😊-🌙-✨-💖-💪,6,The person is expressing excitement and happiness about completing a project looking forward to celebrating with friends tonight and feeling thankful for the support they've received. The emojis highlight joy gratitude anticipation and strength.,positive,celebration-emotion-nature-emotion-emotion-emotion,Wow I just finished my project! Can't wait to celebrate tonight with friends. Feeling grateful for all the support.,daily_status
Had an amazing weekend at the beach! 🌞🌊 Celebrated with friends 🎉 and enjoyed some good food 🍕🍹. Feeling refreshed and grateful 😊✨,🌞-🌊-🎉-🍕-🍹-😊-✨,7,I had a wonderful weekend spent at the beach enjoying sunshine and waves. I celebrated with friends and savored some tasty food and drinks. I feel happy rejuvenated and thankful for the great times.,positive,emotion-nature-celebration-food & drink,Had an amazing weekend at the beach! Enjoyed sunshine and the sea celebrated with friends and had some good food and drinks. Feeling refreshed and grateful.,daily_status
Had an amazing weekend trip! 🌅🚣‍♂️ We explored new places enjoyed the sunshine ☀️ and made unforgettable memories 🎉✨. Can't wait for the next adventure! 😄🌟,🌅-🚣-☀️-🎉-✨-😄-🌟,7,I had a fantastic weekend escape during which I went kayaking or exploring new outdoor spots basked in the sunlight and created wonderful memories. I'm excited about future adventures.,positive,nature-activity-celebration-emotion,Had an amazing weekend trip! We explored new places enjoyed the sunshine and made unforgettable memories. Can't wait for the next adventure!,daily_status
Just finished an amazing hike 🌄 feeling so refreshed! Can't wait to share this with everyone 🎉😊. Nature really has a way of calming the soul ✨🌿.,🌄-🎉-😊-✨-🌿,12,I completed a wonderful hike feeling rejuvenated. Excited to share my experience with others. Nature has a soothing effect on me bringing peace and happiness.,positive,nature-celebration-emotion-nature,Just finished an amazing hike feeling so refreshed! Can't wait to share this with everyone. Nature really has a way of calming the soul.,daily_status
Had an incredible day at the park! 🌳😊 Spent hours soaking up the sun and listening to some good music 🎶✨ Can't wait to do it again soon! 🎉💖,🌳-😊-🎶-✨-🎉-💖,6,I enjoyed a wonderful day outdoors at the park feeling happy and relaxed. I spent time in nature listening to music and feeling excited about future outings.,positive,nature-emotion-celebration-music,Had an incredible day at the park! I spent hours outdoors felt happy and relaxed listening to music and I can't wait to do it again soon.,daily_status
Just wrapped up an amazing hike 🏞️ yesterday! The view was breathtaking 😍 and I feel so refreshed 🌿. Can't wait to plan another adventure! 🎉✨,🏞️-😍-🌿-🎉-✨,8,I finished a wonderful hiking trip yesterday. The scenery was stunning and I felt very happy and energized. I'm excited to go on another outdoor trip soon.,positive,nature-emotion-celebration,Just finished a great hike yesterday! The scenery was amazing and I feel so rejuvenated. Looking forward to planning another adventure!,daily_status
Just finished a long day at work 😊🏖️ Can't wait to relax and enjoy the sunset tonight 🌅✨! Feeling grateful for these little moments 🌸🎉.,😊-🏖️-🌅-✨-🌸-🎉,6,I am happy after a busy day at work and looking forward to relaxing this evening while watching the sunset. I feel thankful for these peaceful and joyful moments.,positive,emotion-nature-celebration-feeling,Just finished a long day at work. I can't wait to relax and enjoy the sunset tonight. Feeling grateful for these small joyful moments.,daily_status
Just finished a long hike today 🥾🌄 feeling so refreshed and grateful! Can't wait to share these views with everyone 📸😊✨,🥾-🌄-📸-😊-✨,5,I completed a strenuous hike today which made me feel rejuvenated and thankful. I'm excited to share the beautiful scenery I saw with others.,positive,emotion-nature-celebration,Just finished a long hike today feeling so refreshed and grateful! Can't wait to share these views with everyone.,daily_status
Just finished a challenging project 💪🎉 Feeling so relieved and proud! 😊🏆 Time to celebrate with friends tomorrow 🍹✨ Can’t wait!,💪-🎉-😊-🏆-🍹-✨,6,I completed a tough project and feel accomplished and happy. I'm excited about celebrating with friends tomorrow and looking forward to it.,positive,emotion-celebration-achievement-social,Just finished a challenging project. Feeling relieved and proud. Looking forward to celebrating with friends tomorrow. Can't wait!,daily_status
Just finished a long hike and feeling so refreshed! 🌲✨ Can't wait to get home and relax with good food 🥘😊. Today was truly uplifting! 🎉🌞,🌲-✨-🥘-😊-🎉-🌞,4,I completed a long hike and am feeling rejuvenated. I'm excited to relax at home with some delicious food. The day was very uplifting and positive celebrating a successful and joyful day.,positive,nature-emotion-celebration-nature-emotion-celebration,Just finished a long hike and feeling very refreshed. Can't wait to go home and relax with good food. Today was truly uplifting!,daily_status
Just finished a long day at work 😊🎉 Now relaxing with some good music and a cup of tea 🌙✨ Couldn’t be happier! 🥰,😊-🎉-🌙-✨-🥰,6,I am feeling satisfied after a productive day at work and am now relaxing peacefully while enjoying music and tea. I feel content and joyful.,positive,emotion-celebration-nature-emotion,Just finished a long day at work. Now relaxing with some good music and a cup of tea. I couldn't be happier!,daily_status
Had such an inspiring workout today! 💪🌅 Feeling motivated to chase my dreams. Can't wait to see what tomorrow brings! ✨✨😊,💪-🌅-✨-✨-😊,9,I completed an energizing workout today and feel motivated and positive about progressing towards my goals. I'm excited for the opportunities that tomorrow may offer.,positive,emotion-nature-celebration,Had such an inspiring workout today! Feeling motivated to chase my dreams. Can't wait to see what tomorrow brings!,daily_status
Just finished my morning run! ☀️🏃‍♀️ Feeling energized and ready to conquer the day! 💪🌻 Can't wait to see what today brings! 🎉😊,☀️-🏃-💪-🌻-🎉-😊,6,I completed my morning jog and I feel revitalized and prepared to handle today's challenges. I'm excited about what the day holds and celebrating the positive start.,positive,emotion-nature-celebration,Just finished my morning run! Feeling energized and ready to conquer the day! Can't wait to see what today brings!,daily_status
Just finished my morning run 🌅💪 feeling refreshed and ready to conquer the day! 😊🏃‍♀️✨ Can't wait to try that new café with friends later ☕🍰🎉,🌅-💪-😊-🏃-✨-☕-🍰-🎉,8,I completed my morning run feeling energized and optimistic about the day ahead. I'm excited about meeting friends later at a new café to enjoy coffee and cake celebrating a nice start to the day.,positive,nature-emotion-activity-celebration,Just finished my morning run feeling refreshed and ready to conquer the day. Can't wait to try that new café with friends later.,daily_status
